economy,series,Country,Series,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
AUT,NY.GDP.MKTP.CD,Austria,GDP (current US$),165811372382.912,173113449616.971,194314032056.098,189634029338.696,202738023129.743,240094169510.031,235952581232.129,211724812267.448,217068085815.918,216421809125.916,196181599831.287,196477206829.33,212837224022.813,260779834340.097,299210411454.823,313952317330.776,333905979332.481,386760177589.497,429234399096.173,399290118782.429,389827789217.634,428954737064.057,406750487603.59,426580502769.417,438556021078.034,379546097300.633,393687359770.273,414926138132.691,452582294972.775,442983642371.842,434397601557.696,480466363176.806,473221298968.216,516670509628.876,534790720466.822
AUS,NY.GDP.MKTP.CD,Australia,GDP (current US$),311840666465.053,326416407860.792,325982966981.415,312568858909.5,323269456935.317,368725126225.126,401962517479.122,436321902767.408,400361527504.578,390347787943.351,416901962163.479,380360222861.197,396436967262.563,468517181129.878,615643050220.515,696811489612.816,749708370332.989,856603595823.192,1058448244063.77,931761689770.843,1152566632022.13,1402939868653.4,1552728401401.58,1583737461925.39,1474677007565.64,1356805839935.9,1211588128417.61,1330890554614.09,1433144978761.67,1398349602956.35,1333336461648.09,1560617493202.69,1695627535475.8,1734451264655.6,1757022451652.83
ABW,NY.GDP.MKTP.CD,Aruba,GDP (current US$),764804469.273743,872067039.106145,958659217.877095,1083240223.46369,1245810055.86592,1320670391.06145,1379888268.15642,1531843575.41899,1665363128.49162,1722905027.93296,1873452513.96648,1896456983.24022,1961843575.41899,2044111731.84358,2254830726.25698,2360017318.43575,2469782681.56425,2677641340.78212,2843024581.00559,2553793296.08939,2453597206.70391,2637859217.87709,2615208379.88827,2727849162.01117,2790849720.67039,2962906703.91061,2983637430.1676,3092427932.96089,3276187709.49721,3346623191.45988,2471419181.71957,2880902798.92288,3324034443.26581,3834729616.12027,4265650673.00236
ARM,NY.GDP.MKTP.CD,Armenia,GDP (current US$),2256863448.77086,2069870129.87013,1272835453.42634,1201312829.27524,1315158636.67553,1468317435.20148,1596968946.23708,1639492444.76152,1893726437.26462,1845482173.02732,1911563668.85006,2118467913.37873,2376335048.39976,2807061008.69084,3576615240.41616,4900469511.10191,6384452066.5146,9206301269.79164,11662040713.8753,8647937081.2562,9260285755.62424,10142111824.5835,10619320682.9474,11121464437.0415,11609513246.7958,10553337518.414,10546136235.5219,11527458709.0158,12457940694.7395,13619290539.2116,12641698583.2152,13878908628.9378,19513506553.1251,24185982215.6543,25955275380.0321
ARG,NY.GDP.MKTP.CD,Argentina,GDP (current US$),141352654305.163,189719984268.485,228778917308.17,236741715015.015,257440000000.0,258031750000.0,272149750000.0,292859000000.0,298948250000.0,283523000000.0,284203750000.0,268696750000.0,97724004251.8602,127586973492.177,164657930452.787,198737095012.282,232557260817.308,287530508430.568,361558037110.419,332976484577.619,423627422092.49,530158122010.442,545982375701.128,552025140252.246,526319673731.638,594749285413.212,557532320662.955,643628393281.364,524819892360.176,447754683615.225,385740508436.965,486564085480.036,633993756301.08,649461687959.174,638365455340.04
ATG,NY.GDP.MKTP.CD,Antigua and Barbuda,GDP (current US$),478718518.518519,504337037.037037,525133333.333333,565662962.962963,625081481.481481,616051851.851852,679140740.740741,734422222.222222,789788888.888889,835544444.444444,901003703.703704,877774074.074074,898092592.592592,948100000.0,1026329629.62963,1143896296.2963,1303674074.07407,1487381481.48148,1557640740.74074,1386518518.51852,1298348148.14815,1287359259.25926,1364729629.62963,1325496296.2963,1378707407.40741,1437485185.18519,1489603703.7037,1534855555.55556,1661529629.62963,1726448148.14815,1411637037.03704,1602125925.92593,1866566666.66667,2005785185.18518,2207622874.07407
AGO,NY.GDP.MKTP.CD,Angola,GDP (current US$),11229515599.3048,10603784541.197,8307810973.58848,5768720421.61367,4438321017.39068,5538749259.94714,7526421519.16979,7648380195.59902,6506221615.78722,6152923310.44546,9129594970.15301,8936079117.73136,17311512432.451,20342128111.9753,26997977896.5924,41396636383.3725,58653659979.711,73037821926.6813,98790432989.4067,81705175408.3893,95546919754.7633,125551634704.473,143572907527.976,148845200696.792,153449860496.402,102543067840.732,59878249719.3279,84376935689.3366,89512794227.495,80734428592.5368,58852456453.8769,79559543805.2963,131212208930.344,107167747140.127,100998916781.079
AND,NY.GDP.MKTP.CD,Andorra,GDP (current US$),1028989692.06787,1106891361.53948,1209992020.29543,1007090269.86956,1017544068.8408,1178745282.8678,1224024139.21295,1180645571.8643,1211953994.05714,1240295198.78331,1432606296.26722,1548265926.7572,1764279817.95815,2366941614.03001,2900244053.52758,3161084846.97686,3459336818.03742,3957627536.75624,4102317468.30156,3688974807.45037,3449925693.58181,3629133062.55168,3188653258.61001,3193513470.43941,3271686452.47686,2789882569.1005,2896611878.6258,3000160414.63795,3218418631.67579,3155150255.91195,2891002460.29153,3324648075.56293,3380611694.73392,3785065524.84754,4039842405.48117
ASM,NY.GDP.MKTP.CD,American Samoa,GDP (current US$),,,,,,,,,,,,,512000000.0,524000000.0,509000000.0,500000000.0,493000000.0,518000000.0,560000000.0,675000000.0,573000000.0,570000000.0,640000000.0,638000000.0,643000000.0,673000000.0,671000000.0,612000000.0,639000000.0,647000000.0,721000000.0,750000000.0,871000000.0,,
DZA,NY.GDP.MKTP.CD,Algeria,GDP (current US$),62048507531.3357,45715676428.2766,48003133346.9957,49945584452.6506,42543176828.9237,41764291671.7711,46941554225.3581,48177612042.1507,48187781984.4881,48640671734.9711,54790398570.3282,59413400923.6364,61516103406.1688,73482264190.9245,91913680985.1708,107046618669.707,123084258693.01,142482739809.849,180383848331.135,150317292079.359,177785053939.531,218331946925.304,227143746075.934,229701430292.157,238942664192.59,187493855609.345,180763839522.151,189880896903.073,194554483655.528,193459662090.677,164873415325.201,186231205262.082,225581644702.568,247923887214.655,269322281664.773
ALB,NY.GDP.MKTP.CD,Albania,GDP (current US$),2028553750.0,1099559027.77778,652174990.837304,1185315468.46295,1880950864.41311,2905092798.61916,3234486232.04392,2293666029.99318,2600356999.20614,3283941510.49964,3584570164.85195,4059064033.13379,4515003116.68036,5801712040.48463,7406645793.44038,8256658249.8128,9150528132.17633,11116937869.8568,13258506375.4518,12335540656.1006,12086545641.299,12973755874.5365,12246499747.9714,12796985886.1478,13296322588.1684,11470171826.9575,11988668784.6628,13258268435.6048,15379508329.7568,15585111614.0376,15241458744.5927,18031989573.0294,19017247013.8821,23491242727.4082,27046429296.6673
AFG,NY.GDP.MKTP.CD,Afghanistan,GDP (current US$),,,,,,,,,,,3521418059.92345,2813571753.87253,3825701438.99963,4520946818.54581,5224896718.67782,6203256538.70967,6971758282.29351,9747886187.39393,10109297047.5432,12416152732.0567,15856668555.8336,17805098206.3141,19907329777.5872,20146416757.5987,20497128555.6972,19134221644.7325,18116572395.0772,18753456497.8159,18053222687.4126,18799444490.1128,19955929052.1496,14259995441.0759,14497243872.1337,17152234636.8715,
WLD,NY.GDP.MKTP.CD,World,GDP (current US$),22922751084575.0,23920903881560.9,25546959069356.8,25974923485795.5,27961448359307.6,31245419629026.0,31968950237590.7,31870560107975.7,31733749169046.7,32782827769545.3,33898156427205.9,33690417699612.7,34991525564916.9,39243276986261.9,44225384449869.8,47900489808168.9,51923507284496.0,58525785801185.8,64311729364641.3,60982255960004.4,66811191491614.9,74309709353789.2,75960594595757.0,78034892841179.2,80054888775431.1,75621913961646.2,76831684012526.2,81839102917044.7,87050964956078.4,88483262418196.6,85912761035231.2,98140475264975.9,102251524725531.0,106741647821064.0,110982661180013.0
UMC,NY.GDP.MKTP.CD,Upper middle income,GDP (current US$),2410286900177.05,2335833216231.81,2496848264610.53,2752581405019.5,3100243695676.27,3590452706934.99,3969358593677.36,4227484958565.25,4101561215023.74,3994091236934.55,4367611839180.12,4372459590357.57,4407934527692.62,4915357805340.9,5800084346153.38,6895044898247.15,8134238729409.14,10005758018034.1,12105099178344.4,12026144793149.3,14696874253221.1,17574300130715.1,18765402050802.8,19960355834404.7,20735117855997.0,19986614322858.2,20085178332818.9,22024556422932.4,23578896359333.1,23981611801327.3,23243062185366.1,27732726329893.6,28940725480186.1,29939274216922.3,30986054597959.2
TSS,NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),GDP (current US$),379792150457.814,406697201565.697,365899311503.049,369858486527.505,378181617912.501,481078758906.208,537529901697.435,565282701495.442,566816017701.65,404651773356.155,428788505804.802,410936270042.78,449500894158.767,565919936760.318,702843204651.66,836993712579.377,988873289522.059,1145239979455.74,1301030210080.85,1241958752180.26,1469616438039.84,1650955876097.19,1717295733292.83,1825489288568.26,1902908083279.38,1688024093175.49,1531896244777.67,1672127811803.69,1798796101321.48,2045711007848.14,1902392262699.06,2140795804040.0,2292617010267.0,2117597425394.64,1979078503991.37
SSA,NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),GDP (current US$),366869004676.562,392433758461.799,354644522439.247,360284872802.794,370569432423.275,472705710256.858,528259992823.415,555912457054.065,558196701845.345,396097900741.092,419895964737.483,402042476808.84,440920665484.332,556578144172.593,691866842946.747,823668736698.489,972568420377.406,1124500296270.51,1272983700051.33,1208670461443.79,1438701031163.17,1617944194300.6,1672895604039.55,1776507851555.87,1845908277175.78,1624488271641.54,1461851860219.92,1594086359396.0,1713673886322.74,1952007800638.78,1802332899886.09,2030237669873.33,2167458359012.26,1979535952437.49,1827170966475.93
SSF,NY.GDP.MKTP.CD,Sub-Saharan Africa,GDP (current US$),379792150457.814,406697201565.697,365899311503.049,369858486527.505,378181617912.501,481078758906.208,537529901697.435,565282701495.442,566816017701.65,404651773356.155,428788505804.802,410936270042.78,449500894158.767,565919936760.318,702843204651.659,836993712579.377,988873289522.059,1145239979455.74,1301030210080.85,1241958752180.26,1469616438039.84,1650955876097.19,1717295733292.83,1825489288568.26,1902908083279.38,1688024093175.49,1531896244777.67,1672127811803.69,1798796101321.48,2045711007848.14,1902392262699.06,2140795804040.0,2292617010267.0,2117597425394.65,1979078503991.37
TSA,NY.GDP.MKTP.CD,South Asia (IDA & IBRD),GDP (current US$),364740287587.944,314469355543.217,333546277429.535,327009281232.946,377442853701.433,416341940329.578,458508459742.388,484982931205.649,492856423475.407,531825749349.825,544940514563.357,562554379798.02,593707009776.721,694775911444.331,804159915389.764,924419567611.272,1051884831127.45,1342148092012.26,1347380565219.4,1502961023415.75,1869826822189.78,2045738549420.96,2057958207279.98,2111097579998.97,2323062261530.8,2414503392484.38,2679313169377.96,3075955432871.73,3159841615195.07,3318484576527.33,3172770463749.49,3717045071833.11,3930640287773.46,4210302249458.65,4512296631866.31
SAS,NY.GDP.MKTP.CD,South Asia,GDP (current US$),364740287587.944,314469355543.217,333546277429.535,327009281232.946,377442853701.433,416341940329.578,458508459742.388,484982931205.649,492856423475.407,531825749349.825,544940514563.357,562554379798.02,593707009776.721,694775911444.331,804159915389.764,924419567611.272,1051884831127.45,1342148092012.26,1347380565219.4,1502961023415.75,1869826822189.78,2045738549420.96,2057958207279.98,2111097579998.97,2323062261530.8,2414503392484.38,2679313169377.96,3075955432871.73,3159841615195.07,3318484576527.33,3172770463749.49,3717045071833.11,3930640287773.46,4210302249458.65,4512296631866.31
SST,NY.GDP.MKTP.CD,Small states,GDP (current US$),47935378887.4125,50019032461.1219,53255036349.1124,51480858164.92,55018329444.2459,63080936166.0932,65815856152.0208,69056214799.1137,70249508111.482,74261596905.1335,76518051457.6032,77518242612.0485,83414441022.0863,99643830272.9925,115416643927.911,129916963352.679,145908217635.493,171435251383.783,189079229226.136,161751590927.921,172475687383.485,193342538945.381,194403769997.088,201575895178.586,208778333966.54,193084726298.623,195788612860.018,213265208434.292,230122099257.831,231340439109.049,208801767982.779,244179271151.622,270716089069.618,287374900231.333,310642066645.912
PRE,NY.GDP.MKTP.CD,Pre-demographic dividend,GDP (current US$),397040693432.334,224731322067.623,174864985460.978,182710500408.317,190512119843.584,280321612128.049,339779202888.647,372342820435.896,394007939421.585,245465540938.205,283217741794.775,269595630716.128,312135025038.798,340468658786.46,424234077207.758,531122307123.826,668501035363.556,808147234929.241,1008759607190.09,914568494564.064,1069026110406.58,1236913791144.92,1346198740218.36,1476563371928.87,1564245572947.51,1327634282632.05,1178803226989.3,1232604777297.1,1372023278046.38,1634625884352.83,1494279104787.47,1633932588860.86,1860790512304.23,1680243373294.08,1510802883684.15
PST,NY.GDP.MKTP.CD,Post-demographic dividend,GDP (current US$),18452271061071.4,19463679791716.5,20883380153099.0,21035284641458.5,22531939069611.8,25003710577480.3,25123705138852.3,24632009706644.9,24729604929999.5,25979732809251.5,26438505722462.0,26184037125663.6,27313364825215.2,30628727069752.9,34039699724658.1,35832108742171.1,37714121018548.2,41169440746383.3,43606905463177.5,41066034459934.2,42835110366846.5,46024007727818.3,45942497522573.0,46413780180350.6,47352271526907.4,44767511150189.7,45775578499373.8,47734461117479.6,50607464286251.2,51107356012296.7,49979090891717.8,55667487544829.4,56953387691844.6,60342185357196.3,62787810951925.4
PSS,NY.GDP.MKTP.CD,Pacific island small states,GDP (current US$),2385132399.14983,2529727432.96099,2776997611.93854,2916179026.94266,3414639447.83478,3704482553.04378,3969814413.00006,3979427587.98908,3430045708.53207,3741318814.04879,3444510978.45745,3387243161.85647,3551511825.22848,4235417103.89125,4871855227.66746,5408552591.61551,5676286530.76555,6254737579.62755,6698070453.1824,6037139996.77033,6641384396.17265,7750253720.19441,8215475282.96577,8541905877.81349,9287744622.48688,9105865614.90318,9556119494.38469,10290493043.4688,10796141328.2336,10624838178.1263,9323221713.12119,9453908127.9322,10350119919.8256,11224282183.2085,12124739862.5303
OSS,NY.GDP.MKTP.CD,Other small states,GDP (current US$),31954015146.0863,33550913338.5787,36340445474.8692,34799288268.8486,36855488520.0577,43750838197.8851,44988678305.9346,45001855690.8166,45175657737.8871,47126365701.0324,47447997552.7001,47626338324.033,52120882271.4143,64819023763.2045,76946971607.8942,86284116802.3353,95906051121.5049,115441290811.04,125084843511.023,107800935552.035,112786676665.285,128764134519.088,125761130889.038,130969039548.284,135415545370.949,121433707011.691,128159325016.122,143284613956.474,158073876709.73,158530142448.216,146157676838.952,172038213758.242,181859538439.061,196615944595.18,208127281931.64
OED,NY.GDP.MKTP.CD,OECD members,GDP (current US$),18852771505915.8,19962310501302.5,21476777564065.5,21810120242132.0,23317201872963.5,25775313382970.9,25998480809047.6,25612994056118.2,25797604159261.0,27106690974475.9,27710878931912.8,27457252150822.0,28647750264306.8,32044541404358.7,35679871689452.8,37741346324531.8,39831449904961.4,43614701103479.8,46310285113488.4,43330741173451.5,45454235949425.1,48907463676194.2,48848423144456.1,49513745558643.5,50544319752323.1,47647221796959.1,48552474323847.7,50696690374014.3,53652083661572.9,54168727321922.0,52851603026620.4,59024824389525.6,60588200976081.3,64648892594414.4,67500141717526.3
INX,NY.GDP.MKTP.CD,Not classified,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAC,NY.GDP.MKTP.CD,North America,GDP (current US$),6560811991360.99,6772291612315.62,7116394258318.85,7439432921639.4,7869047506907.26,8247740840061.21,8706425384132.75,9235474283855.55,9699948950000.0,10312911118271.1,10999201631931.6,11324592049355.4,11693699517098.0,12356169212634.8,13248368139278.2,14217175927778.7,15140995757591.0,15949814312783.3,16329827601721.7,15859346076157.3,16672942337486.3,17399367444174.5,18088716899521.6,18696254170835.0,19362844040439.9,19769184098217.1,20230005494907.4,21133744509244.1,22265612481783.0,23132124767672.5,22723045707000.2,25344749345423.2,27803134368745.3,29474089705278.7,31003826557365.0
MIC,NY.GDP.MKTP.CD,Middle income,GDP (current US$),3150623904402.63,3044708628353.4,3237107286358.01,3501345257040.16,3942384848752.36,4590529240161.89,5108551494540.33,5422776104608.38,5322192219238.79,5120006885011.03,5556546271414.67,5573293851565.58,5676642577370.01,6355971327725.68,7458787938489.61,8806342066459.55,10373325425938.6,12745162554495.1,15135753455448.7,15187183923617.2,18500106536863.7,21818776039542.3,23251473713360.3,24703471814277.2,25857736813684.7,25097130636126.9,25404351578541.5,27795014626627.4,29601678469854.1,30509054766961.0,29540859400642.8,34855974285498.8,36528767758177.8,37622349618946.3,38925709373017.7
